Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Price Bid,Price Offer,ID,mini
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,111,07-Mar-12,07-Mar-12,0.0296,0.03066,-0.06247,-0.003,0.00022,-0.00001,0.0042,0.055,EURUSD_800,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,112,08-Mar-12,08-Mar-12,0.02945,0.02887,-0.05882,-0.00286,0.00021,-0.00001,0.0039,0.055,EURUSD_801,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,113,09-Mar-12,09-Mar-12,0.0281,0.02719,-0.0554,-0.00272,0.0002,-0.00001,0.0037,0.0525,EURUSD_802,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,114,10-Mar-12,10-Mar-12,0.02805,0.02678,-0.05456,-0.00269,0.00019,-0.00001,0.0036,0.0525,EURUSD_803,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,115,11-Mar-12,11-Mar-12,0.028,0.02563,-0.05223,-0.0026,0.00018,-0.00001,0.0035,0.0525,EURUSD_804,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,116,12-Mar-12,12-Mar-12,0.0279,0.02413,-0.04918,-0.00247,0.00017,-0.00001,0.0033,0.0525,EURUSD_805,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,117,13-Mar-12,13-Mar-12,0.0278,0.02272,-0.0463,-0.00235,0.00016,-0.00001,0.0031,0.0525,EURUSD_806,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,118,14-Mar-12,14-Mar-12,0.0277,0.02139,-0.04358,-0.00223,0.00015,-0.00001,0.0029,0.0525,EURUSD_807,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,119,15-Mar-12,15-Mar-12,0.0276,0.02012,-0.041,-0.00212,0.00014,-0.00001,0.0027,0.0525,EURUSD_808,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,120,16-Mar-12,16-Mar-12,0.02755,0.01896,-0.03862,-0.00201,0.00014,-0.00001,0.0026,0.0525,EURUSD_809,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,121,17-Mar-12,17-Mar-12,0.0275,0.01866,-0.03803,-0.00199,0.00013,-0.00001,0.0025,0.0525,EURUSD_810,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,122,18-Mar-12,18-Mar-12,0.02745,0.01787,-0.03641,-0.00192,0.00013,-0.00001,0.0024,0.0525,EURUSD_811,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,123,19-Mar-12,19-Mar-12,0.0274,0.01681,-0.03426,-0.00182,0.00012,-0.00001,0.0023,0.0525,EURUSD_812,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,124,20-Mar-12,20-Mar-12,0.02735,0.01584,-0.03227,-0.00173,0.00011,-0.00001,0.0022,0.0525,EURUSD_813,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,125,21-Mar-12,21-Mar-12,0.02725,0.0149,-0.03036,-0.00164,0.00011,-0.00001,0.002,0.0525,EURUSD_814,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,126,22-Mar-12,22-Mar-12,0.02595,0.01402,-0.02857,-0.00156,0.0001,-0.00001,0.0019,0.05,EURUSD_815,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,127,23-Mar-12,23-Mar-12,0.0259,0.0132,-0.0269,-0.00148,0.0001,-0.00001,0.0018,0.05,EURUSD_816,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,128,24-Mar-12,24-Mar-12,0.0259,0.01301,-0.0265,-0.00147,0.00009,-0.00001,0.0018,0.05,EURUSD_817,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.3,1.41,129,25-Mar-12,25-Mar-12,0.02585,0.01245,-0.02538,-0.00142,0.00009,-0.00001,0.0017,0.05,EURUSD_818,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,1,18-Nov-11,18-Nov-11,0.96595,1.0742,-3.3761,-0.00166,0.00305,0,0.935,0.9969,EURUSD_819,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,2,19-Nov-11,19-Nov-11,0.9525,2.2974,-5.7815,-0.00449,0.00793,0,0.9125,0.9925,EURUSD_820,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,3,20-Nov-11,20-Nov-11,0.93,6.5002,-10.6,-0.01265,0.0252,0,0.885,0.975,EURUSD_821,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,4,21-Nov-11,21-Nov-11,0.905,10.78,-12.78,-0.02164,0.04006,0,0.8475,0.9625,EURUSD_822,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,5,22-Nov-11,22-Nov-11,0.8525,12.78,-13.01,-0.02847,0.04554,-0.00029,0.79,0.915,EURUSD_823,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,6,23-Nov-11,23-Nov-11,0.7975,13.35,-12.62,-0.03385,0.04679,-0.00057,0.735,0.86,EURUSD_824,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,7,24-Nov-11,24-Nov-11,0.7575,13.25,-12.13,-0.03788,0.04503,-0.00082,0.6975,0.8175,EURUSD_825,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,8,25-Nov-11,25-Nov-11,0.715,12.81,-11.49,-0.04132,0.04349,-0.001,0.6575,0.7725,EURUSD_826,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,9,26-Nov-11,26-Nov-11,0.70375,12.67,-11.32,-0.04393,0.03937,-0.00122,0.65,0.7575,EURUSD_827,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,10,27-Nov-11,27-Nov-11,0.67375,12.22,-10.84,-0.04643,0.03723,-0.00136,0.6225,0.725,EURUSD_828,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,11,28-Nov-11,28-Nov-11,0.63625,11.55,-10.19,-0.04845,0.03572,-0.00142,0.5875,0.685,EURUSD_829,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,12,29-Nov-11,29-Nov-11,0.60125,10.86,-9.5473,-0.04995,0.03408,-0.00145,0.555,0.6475,EURUSD_830,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,13,30-Nov-11,30-Nov-11,0.57,10.18,-8.9383,-0.05101,0.03237,-0.00145,0.5275,0.6125,EURUSD_831,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,14,01-Dec-11,01-Dec-11,0.5375,9.5374,-8.363,-0.0517,0.03065,-0.00143,0.4975,0.5775,EURUSD_832,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,15,02-Dec-11,02-Dec-11,0.5075,8.9239,-7.8208,-0.05206,0.02897,-0.0014,0.47,0.545,EURUSD_833,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,16,03-Dec-11,03-Dec-11,0.50125,8.7794,-7.6878,-0.05336,0.02717,-0.00149,0.465,0.5375,EURUSD_834,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,17,04-Dec-11,04-Dec-11,0.4825,8.3675,-7.323,-0.05379,0.02567,-0.00148,0.4475,0.5175,EURUSD_835,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,18,05-Dec-11,05-Dec-11,0.45625,7.8239,-6.8451,-0.05354,0.02427,-0.00143,0.4225,0.49,EURUSD_836,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,19,06-Dec-11,06-Dec-11,0.4325,7.3105,-6.4013,-0.0531,0.02292,-0.00136,0.4,0.465,EURUSD_837,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,20,07-Dec-11,07-Dec-11,0.41,6.8303,-5.9858,-0.05249,0.02162,-0.0013,0.38,0.44,EURUSD_838,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,21,08-Dec-11,08-Dec-11,0.39,6.3805,-5.5964,-0.05173,0.02037,-0.00123,0.36,0.42,EURUSD_839,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,22,09-Dec-11,09-Dec-11,0.37,5.9602,-5.2322,-0.05084,0.01918,-0.00117,0.34,0.4,EURUSD_840,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,23,10-Dec-11,10-Dec-11,0.36625,5.8591,-5.1459,-0.05145,0.01826,-0.0012,0.3375,0.395,EURUSD_841,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,24,11-Dec-11,11-Dec-11,0.35375,5.5786,-4.9032,-0.05099,0.01728,-0.00116,0.325,0.3825,EURUSD_842,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,25,12-Dec-11,12-Dec-11,0.3375,5.2107,-4.5838,-0.04984,0.01628,-0.0011,0.31,0.365,EURUSD_843,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,26,13-Dec-11,13-Dec-11,0.32125,4.8691,-4.2853,-0.04863,0.01533,-0.00103,0.295,0.3475,EURUSD_844,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,27,14-Dec-11,14-Dec-11,0.30625,4.5497,-4.006,-0.04735,0.01442,-0.00097,0.28,0.3325,EURUSD_845,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,28,15-Dec-11,15-Dec-11,0.29375,4.2507,-3.7443,-0.04603,0.01356,-0.00091,0.2675,0.32,EURUSD_846,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,29,16-Dec-11,16-Dec-11,0.28125,3.9717,-3.5,-0.04469,0.01275,-0.00086,0.255,0.3075,EURUSD_847,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,30,17-Dec-11,17-Dec-11,0.28,3.9048,-3.442,-0.04492,0.01223,-0.00087,0.255,0.305,EURUSD_848,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,31,18-Dec-11,18-Dec-11,0.2725,3.7182,-3.2787,-0.0441,0.01159,-0.00084,0.2475,0.2975,EURUSD_849,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,32,19-Dec-11,19-Dec-11,0.26,3.4744,-3.0649,-0.04268,0.0109,-0.00079,0.235,0.285,EURUSD_850,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,33,20-Dec-11,20-Dec-11,0.25,3.2528,-2.8706,-0.04131,0.01025,-0.00074,0.225,0.275,EURUSD_851,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,34,21-Dec-11,21-Dec-11,0.2425,3.0449,-2.6882,-0.03994,0.00964,-0.00069,0.2175,0.2675,EURUSD_852,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,35,22-Dec-11,22-Dec-11,0.2325,2.8502,-2.5169,-0.03857,0.00906,-0.00065,0.2075,0.2575,EURUSD_853,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,36,23-Dec-11,23-Dec-11,0.225,2.6691,-2.3575,-0.03722,0.00852,-0.00061,0.2,0.25,EURUSD_854,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,37,24-Dec-11,24-Dec-11,0.2225,2.6252,-2.3193,-0.03727,0.00821,-0.00062,0.1975,0.2475,EURUSD_855,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,38,25-Dec-11,25-Dec-11,0.2175,2.5119,-2.2197,-0.03652,0.00781,-0.0006,0.1925,0.2425,EURUSD_856,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,39,26-Dec-11,26-Dec-11,0.2125,2.3906,-2.113,-0.03561,0.00741,-0.00057,0.1875,0.2375,EURUSD_857,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,40,27-Dec-11,27-Dec-11,0.2075,2.276,-2.0121,-0.03472,0.00703,-0.00055,0.1825,0.2325,EURUSD_858,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,41,28-Dec-11,28-Dec-11,0.2,2.1304,-1.8839,-0.03339,0.00661,-0.00052,0.175,0.225,EURUSD_859,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,42,29-Dec-11,29-Dec-11,0.1925,1.995,-1.7645,-0.0321,0.00622,-0.00048,0.1675,0.2175,EURUSD_860,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,43,30-Dec-11,30-Dec-11,0.185,1.8676,-1.6523,-0.03082,0.00584,-0.00045,0.16,0.21,EURUSD_861,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,44,31-Dec-11,31-Dec-11,0.185,1.8362,-1.6249,-0.03077,0.00565,-0.00045,0.16,0.21,EURUSD_862,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,45,01-Jan-12,01-Jan-12,0.18,1.7579,-1.556,-0.03005,0.00538,-0.00044,0.155,0.205,EURUSD_863,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,46,02-Jan-12,02-Jan-12,0.1775,1.6728,-1.481,-0.0292,0.00511,-0.00042,0.1525,0.2025,EURUSD_864,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,47,03-Jan-12,03-Jan-12,0.17,1.5664,-1.3871,-0.028,0.0048,-0.00039,0.145,0.195,EURUSD_865,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,48,04-Jan-12,04-Jan-12,0.165,1.4663,-1.2988,-0.02682,0.00451,-0.00037,0.14,0.19,EURUSD_866,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,49,05-Jan-12,05-Jan-12,0.1575,1.3728,-1.2162,-0.02568,0.00424,-0.00035,0.1325,0.1825,EURUSD_867,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,50,06-Jan-12,06-Jan-12,0.1525,1.2849,-1.1387,-0.02458,0.00399,-0.00032,0.1275,0.1775,EURUSD_868,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,51,07-Jan-12,07-Jan-12,0.1525,1.2638,-1.1202,-0.02449,0.00387,-0.00032,0.1275,0.1775,EURUSD_869,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,52,08-Jan-12,08-Jan-12,0.1475,1.2055,-1.0689,-0.02379,0.00368,-0.00031,0.1225,0.1725,EURUSD_870,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,53,09-Jan-12,09-Jan-12,0.1425,1.1286,-1.0009,-0.02274,0.00345,-0.00029,0.1175,0.1675,EURUSD_871,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,54,10-Jan-12,10-Jan-12,0.1375,1.0564,-0.93711,-0.02173,0.00325,-0.00027,0.1125,0.1625,EURUSD_872,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,55,11-Jan-12,11-Jan-12,0.1325,0.98904,-0.87754,-0.02075,0.00305,-0.00026,0.1075,0.1575,EURUSD_873,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,56,12-Jan-12,12-Jan-12,0.1275,0.92598,-0.82177,-0.01982,0.00286,-0.00024,0.1025,0.1525,EURUSD_874,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,57,13-Jan-12,13-Jan-12,0.125,0.86716,-0.76975,-0.01892,0.00269,-0.00022,0.1,0.15,EURUSD_875,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,58,14-Jan-12,14-Jan-12,0.1225,0.85302,-0.75742,-0.01883,0.00261,-0.00022,0.0975,0.1475,EURUSD_876,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,59,15-Jan-12,15-Jan-12,0.12,0.81342,-0.72245,-0.01824,0.00249,-0.00021,0.095,0.145,EURUSD_877,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,60,16-Jan-12,16-Jan-12,0.1175,0.7716,-0.68547,-0.01759,0.00236,-0.0002,0.0925,0.1425,EURUSD_878,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,61,17-Jan-12,17-Jan-12,0.1125,0.72253,-0.64202,-0.01678,0.00221,-0.00019,0.0875,0.1375,EURUSD_879,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,62,18-Jan-12,18-Jan-12,0.1075,0.67635,-0.60113,-0.01599,0.00208,-0.00018,0.0825,0.1325,EURUSD_880,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,63,19-Jan-12,19-Jan-12,0.105,0.63319,-0.5629,-0.01523,0.00195,-0.00017,0.08,0.13,EURUSD_881,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,64,20-Jan-12,20-Jan-12,0.1,0.59042,-0.525,-0.01446,0.00183,-0.00016,0.075,0.125,EURUSD_882,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,65,21-Jan-12,21-Jan-12,0.1,0.57978,-0.51569,-0.01435,0.00178,-0.00015,0.075,0.125,EURUSD_883,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,66,22-Jan-12,22-Jan-12,0.0975,0.55126,-0.49045,-0.01384,0.00169,-0.00015,0.0725,0.1225,EURUSD_884,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,67,23-Jan-12,23-Jan-12,0.0925,0.51384,-0.45726,-0.01313,0.00158,-0.00014,0.0675,0.1175,EURUSD_885,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,68,24-Jan-12,24-Jan-12,0.09,0.47913,-0.42638,-0.01245,0.00148,-0.00013,0.065,0.115,EURUSD_886,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,69,25-Jan-12,25-Jan-12,0.085,0.4469,-0.39771,-0.0118,0.00138,-0.00012,0.06,0.11,EURUSD_887,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,70,26-Jan-12,26-Jan-12,0.0825,0.41656,-0.37072,-0.01118,0.00129,-0.00011,0.0575,0.1075,EURUSD_888,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,71,27-Jan-12,27-Jan-12,0.0775,0.38851,-0.34577,-0.01059,0.00121,-0.0001,0.0525,0.1025,EURUSD_889,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,72,28-Jan-12,28-Jan-12,0.0775,0.38156,-0.33963,-0.0105,0.00118,-0.0001,0.0525,0.1025,EURUSD_890,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,73,29-Jan-12,29-Jan-12,0.075,0.36271,-0.32287,-0.01011,0.00112,-0.0001,0.05,0.1,EURUSD_891,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,74,30-Jan-12,30-Jan-12,0.0725,0.33826,-0.30111,-0.00958,0.00105,-0.00009,0.0475,0.0975,EURUSD_892,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,75,31-Jan-12,31-Jan-12,0.07,0.31533,-0.28071,-0.00906,0.00098,-0.00009,0.045,0.095,EURUSD_893,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,76,01-Feb-12,01-Feb-12,0.065,0.29408,-0.2618,-0.00858,0.00092,-0.00008,0.04,0.09,EURUSD_894,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,77,02-Feb-12,02-Feb-12,0.0625,0.27423,-0.24414,-0.00812,0.00086,-0.00007,0.0375,0.0875,EURUSD_895,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,78,03-Feb-12,03-Feb-12,0.06,0.25564,-0.22759,-0.00768,0.0008,-0.00007,0.035,0.085,EURUSD_896,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,79,04-Feb-12,04-Feb-12,0.06,0.25125,-0.22372,-0.00761,0.00078,-0.00007,0.035,0.085,EURUSD_897,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,80,05-Feb-12,05-Feb-12,0.0575,0.23876,-0.2126,-0.00732,0.00074,-0.00007,0.0325,0.0825,EURUSD_898,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,81,06-Feb-12,06-Feb-12,0.055,0.22268,-0.19829,-0.00692,0.00069,-0.00006,0.03,0.08,EURUSD_899,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,82,07-Feb-12,07-Feb-12,0.0525,0.20761,-0.18488,-0.00654,0.00065,-0.00006,0.0275,0.0775,EURUSD_900,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,83,08-Feb-12,08-Feb-12,0.05,0.19355,-0.17236,-0.00618,0.00061,-0.00005,0.025,0.075,EURUSD_901,1
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,84,09-Feb-12,09-Feb-12,0.0475,0.18043,-0.16069,-0.00584,0.00057,-0.00005,0.0225,0.0725,EURUSD_902,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,85,10-Feb-12,10-Feb-12,0.045,0.16825,-0.14985,-0.00552,0.00053,-0.00005,0.02,0.07,EURUSD_903,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,86,11-Feb-12,11-Feb-12,0.045,0.16531,-0.14724,-0.00546,0.00052,-0.00005,0.02,0.07,EURUSD_904,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,87,12-Feb-12,12-Feb-12,0.045,0.15717,-0.14,-0.00525,0.00049,-0.00004,0.02,0.07,EURUSD_905,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,88,13-Feb-12,13-Feb-12,0.0425,0.14651,-0.13051,-0.00496,0.00046,-0.00004,0.0175,0.0675,EURUSD_906,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,89,14-Feb-12,14-Feb-12,0.04,0.13658,-0.12166,-0.00468,0.00043,-0.00004,0.015,0.065,EURUSD_907,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,90,15-Feb-12,15-Feb-12,0.0375,0.12735,-0.11345,-0.00442,0.0004,-0.00004,0.0125,0.0625,EURUSD_908,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,91,16-Feb-12,16-Feb-12,0.035,0.11876,-0.1058,-0.00417,0.00037,-0.00003,0.01,0.06,EURUSD_909,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,92,17-Feb-12,17-Feb-12,0.035,0.11074,-0.09866,-0.00394,0.00035,-0.00003,0.01,0.06,EURUSD_910,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,93,18-Feb-12,18-Feb-12,0.035,0.10889,-0.09702,-0.0039,0.00034,-0.00003,0.01,0.06,EURUSD_911,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,94,19-Feb-12,19-Feb-12,0.0325,0.10374,-0.09243,-0.00375,0.00032,-0.00003,0.0075,0.0575,EURUSD_912,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,95,20-Feb-12,20-Feb-12,0.0325,0.09834,-0.08763,-0.0036,0.00031,-0.00003,0.0075,0.0575,EURUSD_913,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,96,21-Feb-12,21-Feb-12,0.03,0.09195,-0.08194,-0.0034,0.00029,-0.00003,0.005,0.055,EURUSD_914,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,97,22-Feb-12,22-Feb-12,0.0298,0.08593,-0.07657,-0.00321,0.00027,-0.00002,0.0046,0.055,EURUSD_915,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,98,23-Feb-12,23-Feb-12,0.02965,0.08037,-0.07162,-0.00304,0.00025,-0.00002,0.0043,0.055,EURUSD_916,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,99,24-Feb-12,24-Feb-12,0.0295,0.07518,-0.067,-0.00287,0.00024,-0.00002,0.004,0.055,EURUSD_917,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,100,25-Feb-12,25-Feb-12,0.0295,0.07392,-0.06588,-0.00285,0.00023,-0.00002,0.004,0.055,EURUSD_918,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,101,26-Feb-12,26-Feb-12,0.02815,0.07042,-0.06276,-0.00274,0.00022,-0.00002,0.0038,0.0525,EURUSD_919,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,102,27-Feb-12,27-Feb-12,0.028,0.06589,-0.05872,-0.00259,0.00021,-0.00002,0.0035,0.0525,EURUSD_920,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,103,28-Feb-12,28-Feb-12,0.0279,0.06161,-0.0549,-0.00244,0.00019,-0.00002,0.0033,0.0525,EURUSD_921,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,104,29-Feb-12,29-Feb-12,0.0278,0.05757,-0.05131,-0.00231,0.00018,-0.00002,0.0031,0.0525,EURUSD_922,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,105,01-Mar-12,01-Mar-12,0.0277,0.05385,-0.04799,-0.00218,0.00017,-0.00002,0.0029,0.0525,EURUSD_923,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,106,02-Mar-12,02-Mar-12,0.0276,0.05038,-0.04489,-0.00206,0.00016,-0.00001,0.0027,0.0525,EURUSD_924,0
17-Nov-11,EURUSD,EUR,USD,DNT,,1.3468,,1.31,1.415,107,03-Mar-12,03-Mar-12,0.0276,0.04952,-0.04413,-0.00204,0.00016,-0.00001,0.0027,0.0525,EURUSD_925,0
