Valuation Date,Term Structure,Base Currency,Term Currency,Option Class,Call/Put,Spot,Strike Price,Barrier1,Barrier2,Days,Expiry Date,Delivery Date,Price Mid,Delta,Gamma,Vega,Theta,Rho,Market Vol Bid,Market Vol Ask,Price Bid,Price Offer,ID,mini
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.2,122.5,7,08-Dec-11,08-Dec-11,0.3325,-41,-12.15,-0.02873,0.02712,0.00121,0,0,0.27,0.395,GBPJPY_494,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115.9,122.5,7,08-Dec-11,08-Dec-11,0.33375,-41.5,-11.62,-0.02746,0.02605,0.00124,0,0,0.2725,0.395,GBPJPY_495,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,10,11-Dec-11,11-Dec-11,0.93,6.3847,-4.6988,-0.01568,0.00982,-0.00119,0,0,0.895,0.965,GBPJPY_496,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.3,,,10,11-Dec-11,11-Dec-11,0.915,7.6552,-5.1556,-0.01721,0.01091,-0.0014,0,0,0.8775,0.9525,GBPJPY_497,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.6,,,10,11-Dec-11,11-Dec-11,0.8975,9.0304,-5.5192,-0.01842,0.01181,-0.00162,0,0,0.86,0.935,GBPJPY_498,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.9,,,10,11-Dec-11,11-Dec-11,0.87625,10.48,-5.7551,-0.01921,0.01246,-0.00185,0,0,0.8375,0.915,GBPJPY_499,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.2,,,10,11-Dec-11,11-Dec-11,0.8525,11.97,-5.8319,-0.01946,0.01277,-0.00209,0,0,0.8125,0.8925,GBPJPY_500,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,10,11-Dec-11,11-Dec-11,0.82625,13.46,-5.7244,-0.0191,0.01268,-0.00233,0,0,0.785,0.8675,GBPJPY_501,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.8,,,10,11-Dec-11,11-Dec-11,0.7975,14.9,-5.4163,-0.01808,0.01214,-0.00257,0,0,0.755,0.84,GBPJPY_502,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.1,,,10,11-Dec-11,11-Dec-11,0.76125,16.23,-4.9024,-0.01636,0.01113,-0.00278,0,0,0.7175,0.805,GBPJPY_503,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.4,,,10,11-Dec-11,11-Dec-11,0.72125,17.41,-4.1902,-0.01398,0.00967,-0.00297,0,0,0.6775,0.765,GBPJPY_504,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.7,,,10,11-Dec-11,11-Dec-11,0.675,18.39,-3.3001,-0.01101,0.00779,-0.00312,0,0,0.63,0.72,GBPJPY_505,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,10,11-Dec-11,11-Dec-11,0.625,19.13,-2.2645,-0.00756,0.00557,-0.00324,0,0,0.58,0.67,GBPJPY_506,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.3,,,10,11-Dec-11,11-Dec-11,0.5725,19.6,-1.126,-0.00376,0.00309,-0.00331,0,0,0.5275,0.6175,GBPJPY_507,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.6,,,10,11-Dec-11,11-Dec-11,0.5175,19.78,0.0657,0.00022,0.00048,-0.00333,0,0,0.4725,0.5625,GBPJPY_508,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.9,,,10,11-Dec-11,11-Dec-11,0.4625,19.67,1.2575,0.0042,-0.00214,-0.00331,0,0,0.4175,0.5075,GBPJPY_509,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.2,,,10,11-Dec-11,11-Dec-11,0.4075,19.27,2.3966,0.008,-0.00466,-0.00324,0,0,0.3625,0.4525,GBPJPY_510,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,10,11-Dec-11,11-Dec-11,0.35625,18.59,3.4347,0.01146,-0.00696,-0.00312,0,0,0.3125,0.4,GBPJPY_511,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.8,,,10,11-Dec-11,11-Dec-11,0.30875,17.69,4.331,0.01445,-0.00894,-0.00297,0,0,0.265,0.3525,GBPJPY_512,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.1,,,10,11-Dec-11,11-Dec-11,0.265,16.58,5.055,0.01687,-0.01053,-0.00278,0,0,0.2225,0.3075,GBPJPY_513,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.4,,,10,11-Dec-11,11-Dec-11,0.2275,15.32,5.5879,0.01865,-0.0117,-0.00257,0,0,0.185,0.27,GBPJPY_514,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.7,,,10,11-Dec-11,11-Dec-11,0.19375,13.95,5.923,0.01977,-0.01242,-0.00234,0,0,0.1525,0.235,GBPJPY_515,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,10,11-Dec-11,11-Dec-11,0.1625,12.53,6.0652,0.02024,-0.0127,-0.0021,0,0,0.1225,0.2025,GBPJPY_516,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.3,,,10,11-Dec-11,11-Dec-11,0.13625,11.09,6.0293,0.02012,-0.0126,-0.00186,0,0,0.0975,0.175,GBPJPY_517,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,10,11-Dec-11,11-Dec-11,0.13,-12.67,9.37,0.03133,-0.01962,0.00159,0,0,0.0925,0.1675,GBPJPY_518,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.3,,10,11-Dec-11,11-Dec-11,0.16375,-15.21,10.3,0.03444,-0.0218,0.00185,0,0,0.125,0.2025,GBPJPY_519,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.6,,10,11-Dec-11,11-Dec-11,0.2025,-17.96,11.04,0.03695,-0.02361,0.0021,0,0,0.1625,0.2425,GBPJPY_520,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.9,,10,11-Dec-11,11-Dec-11,0.2475,-20.86,11.53,0.03862,-0.0249,0.00233,0,0,0.2075,0.2875,GBPJPY_521,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.2,,10,11-Dec-11,11-Dec-11,0.29125,-23.85,11.7,0.03924,-0.02551,0.00252,0,0,0.25,0.3325,GBPJPY_522,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.5,,10,11-Dec-11,11-Dec-11,0.35125,-26.84,11.51,0.03865,-0.02532,0.00265,0,0,0.31,0.3925,GBPJPY_523,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.8,,10,11-Dec-11,11-Dec-11,0.4175,-29.73,10.92,0.03674,-0.02423,0.0027,0,0,0.375,0.46,GBPJPY_524,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.1,,10,11-Dec-11,11-Dec-11,0.4925,-32.43,9.9193,0.03346,-0.02219,0.00263,0,0,0.45,0.535,GBPJPY_525,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.4,,10,11-Dec-11,11-Dec-11,0.575,-34.82,8.518,0.02886,-0.01924,0.00243,0,0,0.5325,0.6175,GBPJPY_526,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.7,,10,11-Dec-11,11-Dec-11,0.66,-36.81,6.7577,0.02307,-0.01546,0.00208,0,0,0.6175,0.7025,GBPJPY_527,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,10,11-Dec-11,11-Dec-11,0.7475,-38.34,4.7019,0.01632,-0.01097,0.00156,0,0,0.7075,0.7875,GBPJPY_528,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.3,,10,11-Dec-11,11-Dec-11,0.83875,-39.32,2.4347,0.00886,-0.00597,0.00086,0,0,0.8,0.8775,GBPJPY_529,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.6,,10,11-Dec-11,11-Dec-11,0.955,-39.73,0.05494,0.00105,-0.00069,-0.00003,0,0,0.9225,0.9875,GBPJPY_530,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.9,,10,11-Dec-11,11-Dec-11,0.875,39.21,2.3291,0.00701,-0.00448,-0.00094,0,0,0.8375,0.9125,GBPJPY_531,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.2,,10,11-Dec-11,11-Dec-11,0.785,38.45,4.6163,0.01476,-0.00947,-0.00165,0,0,0.745,0.825,GBPJPY_532,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.5,,10,11-Dec-11,11-Dec-11,0.69875,37.15,6.707,0.02184,-0.01402,-0.00219,0,0,0.6575,0.74,GBPJPY_533,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.8,,10,11-Dec-11,11-Dec-11,0.615,35.37,8.5187,0.02797,-0.01795,-0.00255,0,0,0.5725,0.6575,GBPJPY_534,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.1,,10,11-Dec-11,11-Dec-11,0.5275,33.19,9.989,0.03296,-0.02111,-0.00276,0,0,0.485,0.57,GBPJPY_535,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.4,,10,11-Dec-11,11-Dec-11,0.45125,30.69,11.08,0.03667,-0.02341,-0.00284,0,0,0.4075,0.495,GBPJPY_536,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,123.7,,10,11-Dec-11,11-Dec-11,0.3825,27.98,11.77,0.03904,-0.02483,-0.00282,0,0,0.34,0.425,GBPJPY_537,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124,,10,11-Dec-11,11-Dec-11,0.31875,25.15,12.08,0.04012,-0.0254,-0.00271,0,0,0.2775,0.36,GBPJPY_538,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,124.3,,10,11-Dec-11,11-Dec-11,0.26375,22.29,12.03,0.04,-0.02518,-0.00253,0,0,0.2225,0.305,GBPJPY_539,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118,,10,11-Dec-11,11-Dec-11,0.87,12.67,-9.37,-0.03133,0.01964,-0.00176,0,0,0.8325,0.9075,GBPJPY_540,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.3,,10,11-Dec-11,11-Dec-11,0.83625,15.21,-10.3,-0.03444,0.02182,-0.00201,0,0,0.7975,0.875,GBPJPY_541,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.6,,10,11-Dec-11,11-Dec-11,0.7975,17.96,-11.04,-0.03695,0.02363,-0.00227,0,0,0.7575,0.8375,GBPJPY_542,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,118.9,,10,11-Dec-11,11-Dec-11,0.7525,20.86,-11.53,-0.03862,0.02492,-0.0025,0,0,0.7125,0.7925,GBPJPY_543,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.2,,10,11-Dec-11,11-Dec-11,0.70875,23.85,-11.7,-0.03924,0.02553,-0.00269,0,0,0.6675,0.75,GBPJPY_544,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.5,,10,11-Dec-11,11-Dec-11,0.64875,26.84,-11.51,-0.03865,0.02534,-0.00282,0,0,0.6075,0.69,GBPJPY_545,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,119.8,,10,11-Dec-11,11-Dec-11,0.58125,29.73,-10.92,-0.03674,0.02424,-0.00286,0,0,0.5375,0.625,GBPJPY_546,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.1,,10,11-Dec-11,11-Dec-11,0.5075,32.43,-9.9193,-0.03346,0.02221,-0.00279,0,0,0.465,0.55,GBPJPY_547,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.4,,10,11-Dec-11,11-Dec-11,0.425,34.82,-8.518,-0.02886,0.01926,-0.0026,0,0,0.3825,0.4675,GBPJPY_548,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,120.7,,10,11-Dec-11,11-Dec-11,0.34,36.81,-6.7577,-0.02307,0.01547,-0.00225,0,0,0.2975,0.3825,GBPJPY_549,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121,,10,11-Dec-11,11-Dec-11,0.25125,38.34,-4.7019,-0.01632,0.01099,-0.00173,0,0,0.21,0.2925,GBPJPY_550,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.3,,10,11-Dec-11,11-Dec-11,0.16125,39.32,-2.4347,-0.00886,0.00599,-0.00103,0,0,0.1225,0.2,GBPJPY_551,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.6,,10,11-Dec-11,11-Dec-11,0.045,39.73,-0.05494,-0.00105,0.00071,-0.00013,0,0,0.0125,0.0775,GBPJPY_552,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,121.9,,10,11-Dec-11,11-Dec-11,0.125,-39.21,-2.3291,-0.00701,0.0045,0.00077,0,0,0.0875,0.1625,GBPJPY_553,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.2,,10,11-Dec-11,11-Dec-11,0.215,-38.45,-4.6163,-0.01476,0.00948,0.00149,0,0,0.175,0.255,GBPJPY_554,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.5,,10,11-Dec-11,11-Dec-11,0.30125,-37.15,-6.707,-0.02184,0.01404,0.00202,0,0,0.26,0.3425,GBPJPY_555,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,122.8,,10,11-Dec-11,11-Dec-11,0.385,-35.37,-8.5187,-0.02797,0.01796,0.00239,0,0,0.3425,0.4275,GBPJPY_556,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.1,,10,11-Dec-11,11-Dec-11,0.4725,-33.19,-9.989,-0.03296,0.02112,0.0026,0,0,0.43,0.515,GBPJPY_557,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.4,,10,11-Dec-11,11-Dec-11,0.54875,-30.69,-11.08,-0.03667,0.02343,0.00268,0,0,0.505,0.5925,GBPJPY_558,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,123.7,,10,11-Dec-11,11-Dec-11,0.6175,-27.98,-11.77,-0.03904,0.02485,0.00265,0,0,0.575,0.66,GBPJPY_559,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124,,10,11-Dec-11,11-Dec-11,0.68125,-25.15,-12.08,-0.04012,0.02542,0.00254,0,0,0.64,0.7225,GBPJPY_560,0
01-Dec-11,GBPJPY,GBP,JPY,NT,,121.64,,124.3,,10,11-Dec-11,11-Dec-11,0.73625,-22.29,-12.03,-0.04,0.0252,0.00236,0,0,0.695,0.7775,GBPJPY_561,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,121,122.5,10,11-Dec-11,11-Dec-11,0.00105,0.00013,-0.00147,0,0,0,0,0,0,0.0021,GBPJPY_562,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.7,122.5,10,11-Dec-11,11-Dec-11,0.00105,-0.00218,-0.06045,-0.0002,0.00034,0,0,0,0,0.0021,GBPJPY_563,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.4,122.5,10,11-Dec-11,11-Dec-11,0.037,-0.0811,-0.49138,-0.00164,0.00142,0,0,0,0.0015,0.0725,GBPJPY_564,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,120.1,122.5,10,11-Dec-11,11-Dec-11,0.0475,-0.52656,-1.7209,-0.00573,0.00456,0.00001,0,0,0.0075,0.0875,GBPJPY_565,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.8,122.5,10,11-Dec-11,11-Dec-11,0.0975,-1.729,-3.7434,-0.01246,0.00934,0.00003,0,0,0.055,0.14,GBPJPY_566,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.5,122.5,10,11-Dec-11,11-Dec-11,0.13875,-3.8757,-6.1117,-0.02032,0.01462,0.00008,0,0,0.0925,0.185,GBPJPY_567,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,119.2,122.5,10,11-Dec-11,11-Dec-11,0.17,-6.8541,-8.3243,-0.02765,0.0193,0.00016,0,0,0.1225,0.2175,GBPJPY_568,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.9,122.5,10,11-Dec-11,11-Dec-11,0.19,-10.37,-10.07,-0.03341,0.02278,0.00027,0,0,0.1425,0.2375,GBPJPY_569,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.6,122.5,10,11-Dec-11,11-Dec-11,0.20375,-14.1,-11.24,-0.03725,0.02494,0.00042,0,0,0.155,0.2525,GBPJPY_570,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118.3,122.5,10,11-Dec-11,11-Dec-11,0.21875,-17.76,-11.87,-0.03931,0.02593,0.00058,0,0,0.17,0.2675,GBPJPY_571,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,118,122.5,10,11-Dec-11,11-Dec-11,0.23375,-21.17,-12.06,-0.03989,0.026,0.00076,0,0,0.185,0.2825,GBPJPY_572,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.7,122.5,10,11-Dec-11,11-Dec-11,0.24375,-24.23,-11.92,-0.03939,0.02542,0.00094,0,0,0.195,0.2925,GBPJPY_573,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.4,122.5,10,11-Dec-11,11-Dec-11,0.25375,-26.88,-11.56,-0.03814,0.02441,0.00111,0,0,0.205,0.3025,GBPJPY_574,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,117.1,122.5,10,11-Dec-11,11-Dec-11,0.2625,-29.13,-11.06,-0.03645,0.02317,0.00127,0,0,0.2125,0.3125,GBPJPY_575,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.8,122.5,10,11-Dec-11,11-Dec-11,0.27,-30.98,-10.49,-0.03452,0.02183,0.00142,0,0,0.22,0.32,GBPJPY_576,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.5,122.5,10,11-Dec-11,11-Dec-11,0.2775,-32.48,-9.9074,-0.03256,0.0205,0.00155,0,0,0.2275,0.3275,GBPJPY_577,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,116.2,122.5,10,11-Dec-11,11-Dec-11,0.2825,-33.67,-9.3435,-0.03066,0.01927,0.00165,0,0,0.2325,0.3325,GBPJPY_578,0
01-Dec-11,GBPJPY,GBP,JPY,DNT,,121.64,,115.9,122.5,10,11-Dec-11,11-Dec-11,0.285,-34.6,-8.8266,-0.02893,0.01816,0.00174,0,0,0.235,0.335,GBPJPY_579,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118,,,13,14-Dec-11,14-Dec-11,0.89875,7.467,-3.8784,-0.01752,0.00895,-0.00205,0,0,0.8675,0.93,GBPJPY_580,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.3,,,13,14-Dec-11,14-Dec-11,0.88125,8.4934,-4.0351,-0.01823,0.00939,-0.0023,0,0,0.85,0.9125,GBPJPY_581,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.6,,,13,14-Dec-11,14-Dec-11,0.8625,9.5501,-4.1149,-0.01859,0.00965,-0.00255,0,0,0.83,0.895,GBPJPY_582,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,118.9,,,13,14-Dec-11,14-Dec-11,0.84125,10.62,-4.1061,-0.01855,0.00971,-0.00281,0,0,0.8075,0.875,GBPJPY_583,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.2,,,13,14-Dec-11,14-Dec-11,0.8175,11.67,-3.9995,-0.01807,0.00954,-0.00306,0,0,0.785,0.85,GBPJPY_584,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.5,,,13,14-Dec-11,14-Dec-11,0.79375,12.68,-3.79,-0.01712,0.00912,-0.0033,0,0,0.76,0.8275,GBPJPY_585,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,119.8,,,13,14-Dec-11,14-Dec-11,0.76375,13.63,-3.4765,-0.0157,0.00846,-0.00353,0,0,0.73,0.7975,GBPJPY_586,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.1,,,13,14-Dec-11,14-Dec-11,0.73,14.48,-3.0625,-0.01383,0.00755,-0.00373,0,0,0.695,0.765,GBPJPY_587,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.4,,,13,14-Dec-11,14-Dec-11,0.6925,15.22,-2.5561,-0.01155,0.00641,-0.00391,0,0,0.6575,0.7275,GBPJPY_588,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,120.7,,,13,14-Dec-11,14-Dec-11,0.65375,15.82,-1.9701,-0.0089,0.00508,-0.00405,0,0,0.6175,0.69,GBPJPY_589,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121,,,13,14-Dec-11,14-Dec-11,0.61125,16.27,-1.3209,-0.00597,0.00359,-0.00415,0,0,0.575,0.6475,GBPJPY_590,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.3,,,13,14-Dec-11,14-Dec-11,0.56625,16.56,-0.62825,-0.00284,0.00198,-0.00421,0,0,0.53,0.6025,GBPJPY_591,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.6,,,13,14-Dec-11,14-Dec-11,0.51875,16.66,0.08617,0.00039,0.00031,-0.00423,0,0,0.4825,0.555,GBPJPY_592,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,121.9,,,13,14-Dec-11,14-Dec-11,0.47375,16.6,0.79962,0.00361,-0.00136,-0.00421,0,0,0.4375,0.51,GBPJPY_593,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.2,,,13,14-Dec-11,14-Dec-11,0.4275,16.35,1.4897,0.00673,-0.00298,-0.00414,0,0,0.3925,0.4625,GBPJPY_594,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.5,,,13,14-Dec-11,14-Dec-11,0.3825,15.95,2.1353,0.00965,-0.0045,-0.00403,0,0,0.3475,0.4175,GBPJPY_595,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,122.8,,,13,14-Dec-11,14-Dec-11,0.34,15.39,2.718,0.01228,-0.00588,-0.00389,0,0,0.305,0.375,GBPJPY_596,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.1,,,13,14-Dec-11,14-Dec-11,0.3,14.7,3.2224,0.01456,-0.00707,-0.00371,0,0,0.265,0.335,GBPJPY_597,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.4,,,13,14-Dec-11,14-Dec-11,0.26375,13.9,3.6372,0.01643,-0.00805,-0.00351,0,0,0.23,0.2975,GBPJPY_598,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,123.7,,,13,14-Dec-11,14-Dec-11,0.23125,13.01,3.9554,0.01787,-0.0088,-0.00328,0,0,0.1975,0.265,GBPJPY_599,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124,,,13,14-Dec-11,14-Dec-11,0.2025,12.05,4.1743,0.01886,-0.00931,-0.00304,0,0,0.17,0.235,GBPJPY_600,0
01-Dec-11,GBPJPY,GBP,JPY,ED,C,121.64,124.3,,,13,14-Dec-11,14-Dec-11,0.175,11.06,4.2952,0.0194,-0.00959,-0.00278,0,0,0.1425,0.2075,GBPJPY_601,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118,,13,14-Dec-11,14-Dec-11,0.1975,-14.86,7.7567,0.03517,-0.01788,0.00261,0,0,0.165,0.23,GBPJPY_602,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.3,,13,14-Dec-11,14-Dec-11,0.235,-16.91,8.0795,0.03667,-0.01875,0.00287,0,0,0.2025,0.2675,GBPJPY_603,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.6,,13,14-Dec-11,14-Dec-11,0.27625,-19.03,8.2499,0.03748,-0.01927,0.00309,0,0,0.2425,0.31,GBPJPY_604,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,118.9,,13,14-Dec-11,14-Dec-11,0.3175,-21.17,8.244,0.0375,-0.01939,0.00326,0,0,0.2825,0.3525,GBPJPY_605,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.2,,13,14-Dec-11,14-Dec-11,0.36875,-23.28,8.0437,0.03665,-0.01904,0.00336,0,0,0.335,0.4025,GBPJPY_606,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.5,,13,14-Dec-11,14-Dec-11,0.4275,-25.32,7.6376,0.03487,-0.0182,0.00339,0,0,0.3925,0.4625,GBPJPY_607,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,119.8,,13,14-Dec-11,14-Dec-11,0.49,-27.23,7.0233,0.03217,-0.01686,0.00331,0,0,0.455,0.525,GBPJPY_608,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.1,,13,14-Dec-11,14-Dec-11,0.55875,-28.96,6.2072,0.02857,-0.01503,0.00311,0,0,0.525,0.5925,GBPJPY_609,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.4,,13,14-Dec-11,14-Dec-11,0.63125,-30.46,5.2051,0.02413,-0.01274,0.00279,0,0,0.5975,0.665,GBPJPY_610,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,120.7,,13,14-Dec-11,14-Dec-11,0.70625,-31.69,4.0419,0.01898,-0.01005,0.00231,0,0,0.6725,0.74,GBPJPY_611,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121,,13,14-Dec-11,14-Dec-11,0.78125,-32.61,2.7502,0.01327,-0.00704,0.00167,0,0,0.7475,0.815,GBPJPY_612,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.3,,13,14-Dec-11,14-Dec-11,0.86125,-33.21,1.3691,0.00715,-0.0038,0.00087,0,0,0.83,0.8925,GBPJPY_613,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.6,,13,14-Dec-11,14-Dec-11,0.96125,-33.45,-0.05823,0.00085,-0.00043,-0.0001,0,0,0.9325,0.99,GBPJPY_614,0
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,121.9,,13,14-Dec-11,14-Dec-11,0.89,33.09,1.4845,0.00571,-0.00285,-0.00108,0,0,0.86,0.92,GBPJPY_615,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.2,,13,14-Dec-11,14-Dec-11,0.81,32.63,2.8686,0.01209,-0.00607,-0.00188,0,0,0.7775,0.8425,GBPJPY_616,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.5,,13,14-Dec-11,14-Dec-11,0.73875,31.85,4.1663,0.01806,-0.00909,-0.00252,0,0,0.705,0.7725,GBPJPY_617,1
01-Dec-11,GBPJPY,GBP,JPY,OT,,121.64,,122.8,,13,14-Dec-11,14-Dec-11,0.66625,30.76,5.3401,0.02347,-0.01181,-0.00299,0,0,0.6325,0.7,GBPJPY_618,1
